2,61,29.3,22,8,109,89.8,T
4,69,278.5,22,2,328,78.5,N
6,13,594.0,28,4,90,41.2,N
6,178,223.5,16,6,318,91.3,N
7,104,566.4,19,3,323,63.2,N
4,233,592.1,15,10,131,39.2,T
2,175,163.3,3,11,144,54.5,N
7,119,419.9,31,12,307,81.1,D
1,174,507.3,12,4,122,51.8,N
5,73,27.0,27,1,342,87.2,D
2,71,223.8,5,8,268,65.8,T
4,96,201.0,14,10,101,35.8,N
7,250,209.1,23,7,355,52.8,D
5,224,408.0,31,7,157,85.4,T
6,179,252.0,4,7,307,35.2,D
4,119,451.1,22,10,118,42.3,T
1,234,586.6,10,12,255,37.4,D
5,70,32.4,14,6,72,77.1,T
8,88,302.4,7,10,216,41.5,N
4,222,220.0,28,3,281,80.0,N
8,147,262.5,28,5,161,97.7,N
4,124,360.5,16,6,175,29.7,T
1,168,597.6,28,12,255,95.5,N
1,61,462.1,2,9,213,37.5,N
1,14,514.7,25,4,237,63.5,D
8,55,205.1,24,2,305,47.2,D
5,130,133.7,8,5,227,49.5,N
6,26,221.6,7,7,351,87.0,D
8,40,268.8,6,9,116,54.0,N
8,19,34.3,7,7,208,20.6,D
7,215,285.6,4,3,220,60.0,N
8,91,463.0,6,9,108,58.1,T
6,136,375.3,14,2,322,88.9,T
6,168,412.6,11,10,231,49.9,D
9,13,526.2,30,1,337,53.7,N
2,72,256.7,22,1,187,85.1,T
3,35,201.6,8,2,70,41.7,T
3,236,55.5,15,3,255,59.0,N
8,81,202.9,29,4,180,90.6,N
1,146,271.5,16,6,352,52.3,N
4,149,333.4,5,3,313,39.9,N
5,64,131.8,30,9,297,78.7,D
7,130,507.7,9,5,319,84.6,T
6,147,49.6,13,4,328,54.0,D
5,85,479.1,26,11,158,88.0,D
9,78,581.2,27,5,136,51.5,N
2,203,26.5,2,3,220,34.2,T
6,169,547.2,12,5,79,85.5,D
1,163,419.7,8,4,226,75.1,T
7,184,375.7,5,2,89,57.8,D
1,24,227.8,19,9,143,82.3,N
7,224,428.9,23,7,124,87.7,D
2,164,158.1,8,7,244,75.2,N
4,95,88.4,29,3,144,92.4,N
6,221,481.3,22,11,267,86.0,D
4,91,235.4,5,6,311,25.5,D
2,104,410.4,28,9,357,47.2,T
2,140,558.6,21,9,189,91.6,D
6,124,510.2,17,12,253,97.0,D
6,235,411.5,19,2,296,66.7,N
6,138,572.6,25,4,353,43.5,T
9,110,75.9,15,9,335,48.9,N
6,202,282.4,24,10,212,42.5,T
7,116,35.0,20,2,125,51.7,T
9,166,198.8,10,5,287,51.3,D
9,109,383.4,26,9,161,85.4,T
7,202,281.3,24,8,65,21.7,T
9,232,562.4,15,4,188,44.5,T
7,96,28.3,9,10,322,41.7,D
5,106,243.2,26,6,307,52.1,D
9,71,384.0,17,10,60,44.7,N
6,60,195.9,22,6,135,28.1,T
3,74,48.1,14,6,342,46.4,T
6,63,222.5,3,9,144,52.9,T
8,119,520.0,7,11,281,40.0,N
3,137,451.4,14,12,67,26.2,N
5,48,271.4,18,9,285,73.4,T
8,105,320.2,17,1,152,42.2,N
3,13,55.1,5,12,227,31.9,T
5,225,449.7,1,7,329,73.0,T
5,155,67.9,7,3,317,70.6,T
5,242,443.6,24,4,65,57.4,T
4,237,471.7,15,4,341,81.2,D
6,15,80.8,30,10,173,62.0,D
6,132,289.1,22,1,270,91.7,D
5,144,140.6,6,5,297,68.7,N
1,120,476.0,23,2,67,32.3,T
3,242,357.0,1,2,289,44.1,D
4,37,179.2,20,6,167,61.5,N
4,70,239.1,8,2,228,31.5,D
3,237,580.0,25,4,142,68.6,N
1,130,497.5,13,12,70,23.1,N
3,78,93.6,29,10,222,47.9,T
5,51,58.7,21,9,260,83.4,T
6,49,423.0,3,1,132,60.0,N
3,87,155.2,4,8,282,26.5,D
7,16,406.4,11,1,331,91.2,N
3,239,214.8,24,8,109,44.2,D
5,180,176.3,11,6,322,64.1,T
6,92,586.0,16,6,63,78.9,N
7,198,442.8,21,8,175,28.0,N
9,79,508.0,21,11,239,25.4,T
1,147,416.3,18,7,73,71.7,D
8,231,33.0,8,9,91,87.4,T
6,62,469.2,25,2,220,72.0,T
1,16,566.4,20,7,340,77.4,N
1,24,363.2,20,11,340,96.3,D
8,212,338.1,13,7,258,63.5,N
7,111,229.1,15,8,221,35.1,N
3,217,65.8,18,1,266,24.6,D
1,74,244.5,16,2,231,57.1,T
5,121,530.9,7,7,134,68.3,T
8,10,94.4,5,9,353,71.7,D
2,51,563.2,18,3,69,34.2,T
5,174,563.1,26,2,135,78.4,T
1,170,119.4,14,6,283,96.3,T
6,206,504.0,18,11,97,29.6,D
3,82,180.7,1,12,260,77.7,D
3,62,495.4,1,7,148,37.8,D
8,125,330.4,19,8,105,22.7,D
7,85,348.3,4,8,187,85.7,D
5,180,163.7,21,4,170,74.0,T
5,18,175.9,7,1,327,29.9,N
5,114,28.2,7,7,104,98.9,N
9,183,232.8,25,2,302,58.9,D
6,54,488.2,25,9,164,30.9,D
8,247,220.4,11,6,208,54.8,N
8,189,224.5,10,7,307,73.6,D
8,178,465.3,19,7,118,95.0,T
7,62,526.2,13,8,190,99.8,N
7,100,206.5,13,2,63,45.2,D
8,227,37.1,18,8,112,32.5,D
5,27,394.3,10,11,183,95.8,N
5,185,443.5,17,2,96,53.7,N
9,141,353.0,23,1,84,84.3,D
6,147,134.0,19,4,205,85.9,T
9,226,512.8,18,2,180,65.1,T
4,119,354.5,7,2,142,90.3,D
6,101,144.9,17,12,214,48.4,N
2,120,230.5,5,5,283,28.3,D
8,89,112.2,7,3,156,74.0,T
3,142,77.8,13,3,136,50.7,T
8,141,162.6,15,12,232,44.4,D
1,15,215.3,30,7,336,96.8,T
4,238,18.1,24,5,222,36.6,N
4,93,529.1,30,10,131,45.9,N
6,40,143.6,13,4,347,97.8,T
1,193,157.5,20,10,103,39.1,N
4,189,505.1,27,3,309,90.0,N
8,81,348.3,19,7,301,25.4,T
4,217,574.3,12,1,186,82.7,D
3,31,337.7,24,2,258,27.5,N
2,177,337.0,22,1,61,94.2,D
3,137,162.2,6,6,325,46.2,T
5,178,21.5,15,7,275,50.3,D
8,221,555.2,19,6,96,35.2,N
3,230,115.0,1,2,204,47.0,N
6,169,40.1,11,12,332,59.9,D
9,184,327.1,7,6,310,44.9,D
2,175,512.3,8,11,178,48.7,D
2,200,132.3,17,10,114,45.8,D
7,81,274.5,28,4,69,45.0,D
7,49,79.9,14,12,341,22.8,N
8,132,315.4,22,5,158,68.6,T
4,227,521.7,20,12,202,66.3,T
3,228,371.3,8,2,147,97.3,N
3,210,461.2,4,10,212,79.9,N
8,15,99.1,11,5,264,69.0,T
3,201,423.2,22,11,102,97.2,N
8,23,328.9,3,1,255,48.1,T
3,20,437.1,10,5,321,75.7,N
2,134,418.4,29,11,114,75.9,T
5,228,211.1,16,8,176,49.9,T
6,73,148.5,8,8,198,52.9,N
9,98,529.1,16,1,323,95.2,D
4,170,91.0,1,9,124,49.1,T
7,163,308.4,20,3,304,75.3,D
3,179,331.8,14,7,204,33.7,D
6,154,392.9,13,4,242,86.0,D
5,16,289.7,24,7,99,20.3,N
1,104,340.3,11,7,67,21.3,N
9,105,419.3,9,2,230,97.1,T
1,122,87.4,14,3,268,92.9,D
4,168,485.6,29,3,290,49.4,D
7,123,508.8,11,9,65,57.6,T
2,221,336.5,7,6,212,42.2,T
1,208,287.2,27,6,244,99.4,T
8,114,369.1,17,9,273,20.9,T
1,148,571.3,20,10,238,40.5,N
5,104,46.6,30,4,322,95.4,D
9,99,325.0,17,10,285,41.6,D
7,169,541.5,17,10,105,36.8,T
7,84,328.6,5,9,229,28.6,N
4,17,191.6,12,1,359,27.5,N
1,29,67.9,19,10,178,39.8,D
4,29,82.9,2,11,195,97.7,N
7,145,594.2,8,10,328,67.9,D
5,87,205.8,7,11,254,42.3,N
2,49,120.0,8,4,158,64.3,D
3,94,214.7,24,1,159,93.3,D
7,76,430.3,9,8,332,65.4,T
2,114,249.0,7,9,125,27.8,N
9,67,473.8,5,7,104,28.0,N
8,103,534.4,12,1,288,23.8,N
3,64,60.0,11,4,230,89.3,T
4,100,161.1,10,5,280,83.2,T
7,36,269.8,31,1,208,67.5,T
3,244,260.1,27,11,349,60.3,T
6,136,12.4,10,9,313,86.6,T
8,214,41.7,9,2,225,20.4,T
1,49,543.2,19,4,322,36.2,N
7,246,348.9,6,1,89,27.8,D
3,168,262.0,7,10,145,94.0,T
7,115,422.2,5,4,235,78.2,D
6,119,363.0,11,8,196,50.6,N
4,220,439.7,18,11,150,63.4,D
8,243,555.3,14,3,125,70.3,D
8,244,65.8,20,4,104,53.9,D
2,60,283.1,8,10,66,56.4,T
2,54,481.9,14,7,279,87.7,N
5,230,337.1,28,10,116,33.6,T
6,206,558.7,29,4,279,89.9,N
4,42,429.6,31,3,345,74.3,D
9,154,236.8,23,7,220,97.5,D
8,55,253.4,19,12,130,90.3,D
3,158,469.8,7,4,183,79.2,N
4,108,296.5,6,1,194,35.7,T
5,39,113.6,26,11,188,62.0,D
3,14,439.7,24,5,321,29.2,N
7,89,319.5,8,5,109,45.1,D
8,130,487.6,22,1,127,39.3,T
9,27,296.0,5,3,138,59.2,T
3,111,213.4,18,5,64,66.4,N
2,101,594.6,17,8,353,95.0,N
3,227,106.0,2,5,245,30.6,N
7,237,10.3,8,10,321,23.3,T
4,208,93.2,23,4,216,61.3,T
9,35,209.9,7,2,199,73.2,D
8,94,157.9,17,7,340,95.0,N
4,145,311.1,14,12,287,25.0,D
1,208,586.1,27,2,192,36.3,N
3,198,128.4,21,11,192,79.6,D
2,128,170.8,3,7,252,42.2,D
9,138,55.8,27,11,175,87.9,D
7,195,195.3,10,11,168,28.3,D
3,124,428.9,5,8,355,89.3,D
6,178,523.6,13,10,142,92.6,D
9,146,554.0,30,3,68,35.1,T
6,181,354.4,11,3,232,94.7,D
3,194,57.2,24,8,310,66.9,N
8,28,585.3,7,10,232,73.4,D
6,226,289.8,17,11,319,31.2,N
1,56,545.7,8,11,174,67.2,D
2,33,490.4,20,8,301,35.3,T
9,32,87.6,11,8,287,67.5,T
7,192,211.0,9,4,307,47.1,N
4,181,538.4,8,4,197,84.2,N
4,12,388.7,7,10,341,32.1,N
9,232,462.7,6,2,330,70.6,D
6,148,286.9,15,12,110,47.7,D
6,161,368.4,20,7,185,47.8,T
6,77,65.1,31,3,201,46.0,T
9,97,105.3,1,2,323,93.2,T
8,181,373.9,16,2,235,25.7,T
2,38,46.2,14,7,90,67.6,T
7,245,415.4,24,2,80,87.0,N
8,100,461.1,9,2,228,85.2,D
3,179,493.9,10,7,119,48.6,N
7,188,56.8,9,9,349,60.2,N
1,185,15.3,28,9,127,52.0,N
3,181,130.8,2,6,178,49.6,D
7,149,325.6,19,4,211,40.9,T
9,233,167.0,26,8,344,86.2,N
9,32,265.7,30,10,144,97.9,T
6,201,592.8,20,8,136,97.1,T
3,166,507.2,13,3,238,60.9,T
2,194,496.1,21,9,161,34.2,D
6,182,374.6,13,6,323,34.2,D
9,136,224.2,18,6,289,48.8,D
4,106,445.8,11,12,155,88.0,N
3,243,143.7,20,5,85,20.1,D
7,103,158.9,4,7,256,52.3,D
4,19,300.1,14,8,246,47.7,T
5,220,473.3,27,3,236,86.3,T
5,186,72.2,6,4,255,59.0,T
7,156,385.3,18,9,126,91.0,N
3,95,597.1,7,3,339,69.8,D
9,117,43.5,14,9,74,71.0,D
7,65,512.3,26,1,318,86.4,N
9,109,231.1,2,1,267,87.4,D
1,198,505.0,5,4,355,69.6,T
1,214,199.2,17,2,153,82.8,D
9,108,284.0,28,9,355,26.2,D
7,129,121.1,26,4,70,63.7,D
8,128,165.2,5,12,252,31.8,N
3,224,471.9,17,3,253,91.8,N
6,175,518.3,18,9,83,74.4,T
1,58,597.9,21,3,339,74.2,N
3,41,389.5,6,12,196,36.0,T
3,228,31.7,25,12,228,91.6,N
8,195,577.7,13,11,283,48.3,N
1,10,169.6,12,5,336,31.3,T
8,110,401.7,8,9,87,44.8,T
8,133,414.4,1,3,336,27.1,N
4,58,170.6,5,11,266,42.1,N
7,107,449.5,11,10,142,26.4,T
6,135,546.9,20,5,252,43.8,T
5,63,109.5,6,12,210,53.9,N
3,110,362.1,21,5,134,27.4,N
2,29,436.5,16,3,233,92.2,D
9,51,145.8,25,3,289,69.2,N
4,10,218.4,29,5,338,63.5,T
6,198,528.1,2,4,128,39.8,N
1,222,149.8,19,5,252,74.6,D
8,41,523.9,10,11,216,86.7,N
3,138,396.9,15,6,80,36.3,N
5,142,302.6,26,11,89,93.2,N
8,196,542.2,18,11,148,94.4,N
6,190,240.4,19,8,183,30.1,T
4,229,82.2,14,5,270,87.3,N
8,206,398.7,12,8,132,50.1,T
8,59,141.6,11,6,286,78.8,T
9,37,138.6,18,3,126,42.0,N
1,62,144.3,30,5,239,85.3,D
8,76,423.3,31,3,174,53.9,N
1,208,60.2,4,12,132,75.5,D
3,150,154.5,31,8,159,50.6,N
2,38,446.4,5,8,63,85.7,N
5,196,71.1,28,10,353,67.0,N
5,86,373.6,15,9,220,68.0,D
6,194,511.3,2,4,220,38.5,N
9,200,32.4,4,2,328,64.7,T
6,206,407.1,23,3,148,36.3,T
4,146,400.3,29,11,229,54.7,N
3,165,340.0,29,9,229,25.4,T
1,234,422.0,9,4,146,66.6,D
9,244,489.5,1,3,152,86.5,D
5,46,172.0,28,4,96,20.5,D
6,186,333.1,6,3,93,36.3,T
9,246,133.4,25,1,153,77.2,N
3,165,370.7,22,4,236,74.3,N
2,137,589.0,18,9,193,73.4,T
8,216,360.0,28,12,80,39.0,T
5,29,596.2,19,9,177,98.3,D
4,54,83.0,2,3,220,25.2,T
1,45,439.9,23,12,277,38.8,T
4,128,272.2,12,3,215,56.2,D
6,102,480.2,23,12,91,41.2,N
8,172,52.2,23,12,310,63.1,N
8,200,17.7,15,8,324,73.4,D
3,38,529.3,8,3,75,48.9,T
8,142,69.8,17,9,354,69.5,D
1,70,196.6,30,10,337,71.5,T
5,234,124.6,21,4,348,58.8,N
2,138,287.9,23,7,159,92.3,D
5,40,502.1,4,2,105,35.7,N
2,77,309.5,24,2,267,59.7,N
9,50,497.3,5,12,112,40.6,D
9,27,265.3,14,8,321,84.3,N
6,117,284.3,5,12,207,71.2,T
1,168,255.6,7,5,295,61.9,T
2,189,25.6,29,7,271,97.1,N
8,134,444.3,20,7,154,56.4,N
8,172,329.6,28,1,286,65.7,D
3,57,101.5,13,3,281,60.8,N
4,159,331.7,7,5,154,54.3,D
5,138,286.9,20,12,312,89.6,N
9,173,376.8,21,8,255,42.8,N
7,207,301.9,11,1,85,24.0,T
3,56,130.9,24,8,288,78.1,N
6,18,429.0,10,7,193,75.0,N
4,10,506.2,12,7,293,66.2,D
3,103,58.3,18,10,80,35.1,N
9,169,284.8,1,4,308,83.2,N
3,169,599.3,23,7,160,84.0,T
3,147,532.6,5,6,344,93.9,T
2,203,396.8,23,11,216,29.0,N
3,162,50.1,17,6,316,70.6,T
6,232,412.7,19,4,69,96.1,T
9,193,236.1,17,3,187,50.7,N
1,154,502.4,30,11,71,59.5,N
8,243,391.7,15,7,256,24.3,N
9,70,463.0,13,8,359,30.9,T
5,34,462.9,7,4,223,75.8,D
7,173,425.1,29,5,209,50.5,D
3,153,55.2,15,5,333,88.6,T
9,138,84.8,18,4,310,62.1,N
4,195,234.8,30,7,296,48.4,N
9,105,402.3,11,9,350,43.0,D
5,79,229.1,20,2,119,57.5,N
3,201,298.7,23,6,113,57.0,D
3,239,456.5,30,9,242,26.3,T
2,119,373.3,20,11,186,21.6,N
8,96,69.2,20,7,330,99.0,N
4,70,59.9,5,8,139,47.1,T
9,102,450.2,7,4,207,29.8,T
9,23,228.0,20,10,301,23.1,D
5,136,587.8,12,4,172,50.0,D
9,84,568.1,8,2,329,51.9,T
8,84,321.8,3,10,145,77.5,N
7,239,293.0,8,1,240,65.9,D
2,244,242.8,29,8,185,84.6,N
5,38,85.1,20,6,186,20.9,T
6,156,134.3,15,8,338,30.4,N
4,222,548.1,22,8,148,39.2,T
3,181,29.7,17,8,172,72.7,D
5,61,236.4,21,12,120,66.4,N
4,31,162.3,8,4,113,55.2,N
4,130,126.5,10,5,66,100.0,N
8,146,194.9,18,7,281,55.9,N
2,137,284.9,1,1,122,54.1,T
9,17,161.6,11,2,167,80.5,T
7,216,274.3,19,6,350,31.7,T
1,79,467.0,16,12,295,64.7,T
6,149,118.5,5,7,276,78.1,D
5,177,60.9,2,9,179,53.8,T
4,217,291.6,26,4,177,34.7,T
3,90,90.5,29,7,179,74.0,T
7,247,211.7,9,11,250,41.9,T
1,165,490.1,21,7,177,25.3,T
6,78,13.9,17,1,108,48.0,N
1,185,306.5,20,1,232,28.2,D
4,201,93.1,1,6,159,72.3,N
4,92,259.6,12,6,250,63.9,D
7,233,89.1,21,3,63,47.6,T
2,153,580.7,18,6,336,34.7,T
9,139,167.1,17,11,312,39.8,T
9,241,493.3,1,4,90,89.0,N
2,176,162.8,6,7,210,91.9,N
7,143,461.8,1,3,328,63.0,N
9,188,568.4,9,4,156,61.9,T
5,72,542.1,8,5,320,53.5,N
4,124,200.1,19,1,155,26.4,T
7,32,445.7,14,3,329,86.6,T
2,21,78.5,31,7,162,61.2,D
9,133,305.2,20,2,215,69.3,T
7,162,120.8,29,5,137,82.7,N
8,73,167.1,16,10,108,81.2,N
4,121,563.0,22,5,204,72.0,T
4,190,184.9,4,11,98,97.1,T
2,63,345.9,29,9,233,89.0,D
3,222,195.4,21,2,62,95.8,T
2,77,316.3,30,12,203,33.5,D
1,81,581.6,20,8,277,68.9,N
5,60,583.5,18,12,78,60.5,N
3,178,275.9,17,12,257,82.8,N
9,161,589.5,16,8,241,23.8,T
7,45,559.3,27,8,142,69.1,N
3,248,576.1,19,9,131,94.8,T
6,181,511.0,28,9,337,95.3,T
2,66,559.1,4,7,275,93.9,D
5,104,213.9,23,12,232,74.5,N
4,141,391.3,18,12,183,86.8,T
8,217,578.0,28,6,71,59.0,T
5,138,145.8,7,3,259,77.3,T
9,210,538.2,15,6,338,95.9,N
1,72,414.6,4,6,82,38.9,D
6,26,218.8,1,4,97,46.2,D
7,244,110.1,4,12,130,70.9,D
1,79,298.3,4,12,88,32.6,T
8,46,192.7,27,5,273,32.9,T
7,144,584.4,17,3,192,24.0,N
9,29,307.0,24,9,192,93.9,D
7,66,498.7,30,6,260,58.0,N
7,119,367.9,9,4,346,22.4,D
4,150,74.0,21,4,337,69.0,N
2,138,13.5,27,1,206,87.9,N
2,213,486.4,5,1,115,42.8,T
4,12,232.2,22,2,226,32.5,D
5,182,157.3,15,6,206,85.9,D
8,232,286.6,28,6,338,68.4,D
3,130,390.4,23,8,126,41.0,D
3,34,181.3,30,11,191,74.0,D
8,233,309.0,3,9,294,34.4,N
8,132,553.3,18,9,323,23.3,D
7,131,426.0,12,6,186,73.0,N
1,104,573.9,8,4,174,80.0,N
7,190,153.3,16,10,304,51.6,N
4,198,57.3,20,2,285,67.3,N
6,37,29.3,15,8,183,36.1,T
8,213,20.2,8,8,211,96.0,T
6,228,90.5,20,6,309,76.8,N
7,122,522.0,8,2,136,76.0,N
6,196,419.6,28,6,91,73.8,T
7,16,482.9,27,11,133,40.4,T
8,53,264.4,13,10,171,75.4,D
8,214,473.9,12,3,280,41.5,D
5,56,63.2,7,6,219,49.8,T
6,41,181.2,3,4,172,77.4,N
6,106,368.6,20,12,188,22.9,N
9,36,492.0,19,11,334,79.0,D
3,72,71.3,19,5,341,66.3,N
6,34,303.5,19,2,175,54.3,N
5,240,482.1,27,3,131,62.0,D
9,135,56.8,2,10,199,44.3,T
1,249,500.6,8,12,187,99.4,D
3,220,318.2,13,3,198,41.6,N
4,108,281.9,1,1,229,47.3,D
2,187,125.1,28,2,156,54.1,N
3,198,234.4,11,4,311,57.8,D
7,70,486.7,15,2,333,77.9,T
9,206,101.2,26,2,277,63.6,D
6,29,205.6,23,10,193,32.1,D
1,13,87.2,16,7,196,66.8,N
3,219,301.0,18,4,80,26.1,D
7,158,414.0,29,5,289,67.2,N
6,199,387.9,29,8,108,32.5,D
8,53,220.0,15,4,77,63.7,T
5,38,488.0,28,3,253,97.3,T
2,134,30.3,8,9,340,86.5,D
6,28,202.2,7,6,123,65.9,D
4,50,405.5,24,8,330,93.0,N
7,101,335.7,16,1,335,87.1,T
1,68,28.7,17,11,62,45.6,T
2,206,314.3,9,6,352,81.0,D
4,222,503.4,15,6,107,24.5,T
4,82,528.4,27,9,357,20.6,N
4,60,521.9,25,2,111,49.5,D
8,113,410.0,16,3,239,85.3,D
7,50,155.1,15,8,82,42.1,D
2,67,329.4,23,2,123,79.8,D
5,50,116.4,16,10,93,20.4,N
6,243,149.4,24,5,216,99.8,T
8,194,350.3,1,12,164,87.3,T
2,219,286.3,6,4,281,62.0,D
3,183,79.8,22,2,203,81.1,T
8,57,190.5,6,5,72,91.2,N
7,166,455.7,27,10,160,27.4,N
6,195,139.3,28,9,344,80.1,T
4,136,492.0,19,10,64,68.4,N
8,70,271.9,26,7,336,21.1,N
7,232,291.0,12,9,216,61.1,D
3,88,535.2,18,5,320,26.3,T
5,65,412.2,1,4,104,52.4,T
8,217,574.3,8,7,101,86.0,T
3,18,359.5,28,12,83,74.4,N
7,181,444.1,21,1,74,33.5,D
2,45,264.3,8,4,185,69.6,T
2,37,360.3,10,5,303,23.2,N
6,30,46.9,18,4,291,61.9,D
5,208,284.6,8,7,106,86.0,N
2,143,43.4,22,12,234,76.2,D
6,78,157.9,9,9,300,98.3,D
7,194,42.2,17,3,154,72.1,T
1,10,254.9,23,3,204,30.8,T
2,43,115.3,29,11,100,32.8,D
9,112,304.4,14,7,174,59.9,N
2,201,372.5,15,3,187,61.3,T
8,106,437.3,8,1,357,68.5,N
2,75,359.9,2,4,323,90.3,T
1,128,375.9,26,9,85,42.7,D
1,147,116.8,10,9,206,27.5,D
4,243,13.7,25,4,341,71.0,D
1,54,351.8,20,6,174,32.7,N
8,171,39.5,26,10,199,49.0,N
4,18,534.6,18,10,83,30.4,N
6,217,197.8,17,11,357,97.1,D
4,180,598.2,30,12,190,71.2,D
7,69,438.3,10,8,318,25.0,N
8,41,544.9,17,6,146,65.8,N
7,241,220.0,16,7,340,39.0,D
2,169,48.5,5,3,61,27.0,N
5,221,343.5,19,6,108,24.8,T
3,157,132.6,26,6,301,43.4,N
9,168,507.5,27,9,310,72.1,N
7,113,255.7,25,9,243,24.1,T
1,127,345.1,16,5,202,83.4,T
8,139,509.5,30,5,222,88.9,T
2,125,101.4,17,7,271,27.2,N
4,174,534.3,5,3,210,35.1,N
3,215,458.7,11,6,100,79.5,D
7,103,94.1,23,2,245,99.4,D
5,43,458.4,30,10,206,82.8,N
2,133,159.7,29,4,156,66.6,D
9,92,134.0,14,12,66,92.6,T
4,228,397.3,7,9,299,30.4,N
7,244,309.0,18,9,322,55.1,D
6,207,355.8,28,1,84,92.6,N
1,224,44.0,31,5,199,46.1,N
2,222,311.5,1,9,73,33.6,T
7,135,336.8,30,4,324,53.8,D
4,11,405.9,26,8,222,51.0,D
6,106,122.9,7,3,70,35.4,D
1,56,239.6,3,10,247,67.7,T
9,44,246.4,12,2,208,66.5,N
4,36,92.4,29,11,183,82.6,N
8,68,157.0,27,4,249,39.6,N
2,201,227.7,16,2,314,42.2,D
9,78,517.2,5,8,207,23.4,N
3,125,383.8,16,8,178,65.1,N
5,33,597.2,20,11,276,86.4,N
2,125,274.6,7,3,126,23.6,N
4,23,336.9,4,2,108,75.0,N
2,205,163.2,19,3,343,86.0,D
4,155,469.7,20,9,324,34.6,T
6,78,18.6,14,11,258,69.2,N
9,194,271.6,19,3,101,99.6,N
8,235,202.8,23,2,272,69.9,T
6,133,169.7,10,2,323,25.8,N
6,247,234.2,13,5,232,34.7,N
6,203,282.2,28,3,135,61.3,N
3,160,233.2,21,12,89,57.5,D
1,125,552.9,15,12,222,89.4,T
1,165,470.6,8,4,349,45.6,D
4,220,19.9,2,1,248,29.9,D
2,45,419.9,13,12,210,64.6,D
1,44,500.6,5,8,317,76.2,D
9,72,489.5,10,5,345,43.0,N
8,247,11.8,29,11,288,99.9,D
9,103,351.5,25,3,199,59.5,D
1,131,475.4,14,2,212,25.7,N
1,231,259.9,27,11,183,54.6,N
1,216,92.1,12,11,299,96.9,D
3,40,442.4,28,2,320,33.6,N
1,112,486.9,27,7,75,40.0,D
7,219,335.8,9,4,295,72.7,D
4,225,194.0,26,2,328,21.8,D
3,215,269.4,23,5,202,41.4,N
2,77,206.5,15,11,68,56.1,T
3,41,203.0,23,3,278,43.8,D
1,241,284.5,7,3,269,75.3,T
2,96,526.5,13,2,191,83.3,N
8,183,392.0,28,5,249,75.5,T
